 6.113	21.000
 6.426	23.800
 6.376	23.100
 6.041	20.400
 5.708	18.500
 6.415	25.000
 6.431	24.600
 6.312	23.000
 6.083	22.200
 5.868	19.300
 6.333	22.600
 6.144	19.800
 5.706	17.100
 6.031	19.400
 6.316	22.200
 6.310	20.700
 6.037	21.100
 5.869	19.500
 5.895	18.500
 6.059	20.600
 5.985	19.000
 5.968	18.700
 7.241	32.700
 6.540	16.500
 6.696	23.900
 6.874	31.200
 6.014	17.500
 5.898	17.200
 6.516	23.100
 6.635	24.500
 6.939	26.600
 6.490	22.900
 6.579	24.100
 5.884	18.600
 6.728	30.100
 5.663	18.200
 5.936	20.600
 6.212	17.800
 6.395	21.700
 6.127	22.700
 6.112	22.600
 6.398	25.000
 6.251	19.900
 5.362	20.800
 5.803	16.800
 8.780	21.900
 3.561	27.500
 4.963	21.900
 3.863	23.100
 4.970	50.000
 6.683	50.000
 7.016	50.000
 6.216	50.000
 5.875	50.000
 4.906	13.800
 4.138	13.800
 7.313	15.000
 6.649	13.900
 6.794	13.300
 6.380	13.100
 6.223	10.200
 6.968	10.400
 6.545	10.900
 5.536	11.300
 5.520	12.300
 4.368	 8.800
 5.277	 7.200
 4.652	10.500
 5.000	 7.400
 4.880	10.200
 5.390	11.500
 5.713	15.100
 6.051	23.200
 5.036	 9.700
 6.193	13.800
 5.887	12.700
 6.471	13.100
 6.405	12.500
 5.747	 8.500
 5.453	 5.000
 5.852	 6.300
 5.987	 5.600
 6.343	 7.200
 6.404	12.100
 5.349	 8.300
 5.531	 8.500
 5.683	 5.000
 4.138	11.900
 5.608	27.900
 5.617	17.200
 6.852	27.500
 5.757	15.000
 6.657	17.200
 4.628	17.900
 5.155	16.300
 4.519	 7.000
 6.434	 7.200
 6.782	 7.500
 5.304	10.400
 5.957	 8.800
 6.824	 8.400
 6.411	16.700
 6.006	14.200
 5.648	20.800
 6.103	13.400
 5.565	11.700
 5.896	 8.300
 5.837	10.200
 6.202	10.900
 6.193	11.000
 6.380	 9.500
 6.348	14.500
 6.833	14.100
 6.425	16.100
 6.436	14.300
 6.208	11.700
 6.629	13.400
 6.461	 9.600
 6.152	 8.700
 5.935	 8.400
 5.627	12.800
 5.818	10.500
 6.406	17.100
 6.219	18.400
 6.485	15.400
 5.854	10.800
 6.459	11.800
 6.341	14.900
 6.251	12.600
 6.185	14.100
 6.417	13.000
 6.749	13.400
 6.655	15.200
 6.297	16.100
 7.393	17.800
 6.728	14.900
 6.525	14.100
 5.976	12.700
 5.936	13.500
 6.301	14.900
 6.081	20.000
 6.701	16.400
 6.376	17.700
 6.317	19.500
 6.513	20.200
 6.209	21.400
 5.759	19.900
 5.952	19.000
 6.003	19.100
 5.926	19.100
 5.713	20.100
 6.167	19.900
 6.229	19.600
 6.437	23.200
 6.980	29.800
 5.427	13.800
 6.162	13.300
 6.484	16.700
 5.304	12.000
 6.185	14.600
 6.229	21.400
 6.242	23.000
 6.750	23.700
 7.061	25.000
 5.762	21.800
 5.871	20.600
 6.312	21.200
 6.114	19.100
 5.905	20.600
 5.454	15.200
 5.414	 7.000
 5.093	 8.100
 5.983	13.600
 5.983	20.100
 5.707	21.800
 5.926	24.500
 5.670	23.100
 5.390	19.700
 5.794	18.300
 6.019	21.200
 5.569	17.500
 6.027	16.800
 6.593	22.400
 6.120	20.600
 6.976	23.900
 6.794	22.000
 6.030	11.900
